country_name,iso3c,short_name_unit,short_name,short_unit,category,weo_vintage,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Dominican Republic,DOM,Nominal GDP per capita (PPP),Nominal GDP per capita,PPP,GDP,2022 - Oct,2429.27,2710.84,2860.55,3038.1,3112.31,3068.06,3162.35,3482.74,3597.51,3818.55,3672.37,3766.77,4207.79,4541.01,4677.03,4962.82,5270.02,5745.67,6102.36,6457.72,6811.55,7039.75,7371.69,7316.32,7607.87,8480.45,9435.46,10292.68,10703.59,10757.55,11672.26,12157.89,12207.74,12818.36,13859.07,15186.04,16625.85,17301.38,18772.59,19896.19,18619.73,21582.57,24119.55,25874.37,27497.36,29153.53,30923.2,32810.35
Dominican Republic,DOM,Output Gap (% of potential GDP),Output Gap,% of potential GDP,GDP,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,GDP % share of world total (PPP),GDP % share of world total,PPP,GDP,2022 - Oct,0.102,0.105,0.106,0.109,0.105,0.1,0.1,0.106,0.103,0.104,0.095,0.093,0.093,0.098,0.098,0.1,0.102,0.107,0.111,0.113,0.113,0.113,0.115,0.109,0.106,0.111,0.115,0.117,0.118,0.119,0.123,0.122,0.117,0.119,0.125,0.135,0.144,0.144,0.149,0.152,0.146,0.155,0.158,0.161,0.164,0.167,0.17,0.173
Dominican Republic,DOM,Implied PPP Conversion Rate (LC per int dollar),Implied PPP Conversion Rate,LC per int dollar,other,2022 - Oct,0.632,0.619,0.627,0.643,0.77,1.033,1.108,1.237,1.715,2.04,2.959,4.529,4.675,4.794,5.17,5.552,5.653,6.082,6.406,6.559,6.876,7.13,7.507,9.825,13.89,14.246,14.737,15.445,16.729,17.204,17.925,18.976,20.189,20.887,21.359,21.151,20.819,21.613,21.979,22.138,22.908,23.771,24.079,24.6,25.16,25.69,26.219,26.751
Dominican Republic,DOM,Total Investment (% of GDP),Total Investment,% of GDP,savings & investment,2022 - Oct,24.112,21.159,19.727,18.322,15.444,15.036,16.812,19.454,19.757,21.812,20.833,16.648,18.791,19.758,21.004,20.05,20.054,22.101,28.069,27.113,27.893,26.771,26.957,19.409,20.627,24.773,26.927,28.351,30.024,23.573,26.38,25.026,24.296,22.724,23.113,23.442,22.972,22.472,25.796,26.005,25.383,31.746,31.505,29.833,29.389,28.551,28.103,28.068
Dominican Republic,DOM,Gross National Savings (% of GDP),Gross National Savings,% of GDP,savings & investment,2022 - Oct,8.113,11.136,7.49,11.739,12.612,12.145,12.614,13.449,16.827,16.997,14.512,16.711,17.955,15.684,19.072,18.951,18.888,21.287,26.508,25.174,23.669,23.877,24.029,24.225,25.255,23.458,23.539,23.436,20.648,18.807,18.918,17.523,17.759,18.632,19.887,21.645,21.897,22.306,24.252,24.671,23.689,28.907,28.205,27.133,26.544,25.684,25.242,25.206
Dominican Republic,DOM,Inflation (avg - index),Inflation,avg - index,inflation,2022 - Oct,1.064,1.144,1.232,1.301,1.563,2.272,2.446,2.777,3.995,5.619,8.455,12.436,12.965,13.646,14.773,16.625,17.523,18.977,19.894,21.181,22.817,24.844,26.142,33.317,50.463,52.577,56.559,60.034,66.424,67.382,71.647,77.708,80.579,84.472,87.005,87.733,89.149,92.073,95.355,97.081,100.752,109.056,118.895,125.654,131.103,136.39,141.89,147.612
Dominican Republic,DOM,Inflation (avg - % change),Inflation,avg - % change,inflation,2022 - Oct,21.664,7.523,7.643,5.629,20.152,45.336,7.639,13.551,43.864,40.658,50.463,47.079,4.259,5.25,8.261,12.536,5.399,8.297,4.832,6.471,7.723,8.884,5.223,27.45,51.461,4.19,7.573,6.144,10.644,1.442,6.33,8.459,3.694,4.831,2.999,0.837,1.614,3.28,3.564,1.811,3.781,8.243,9.022,5.684,4.336,4.033,4.033,4.033
Dominican Republic,DOM,Inflation (eop - index),Inflation,eop - index,inflation,2022 - Oct,1.112,1.193,1.279,1.356,1.88,2.46,2.568,3.15,4.908,6.605,11.884,12.823,13.486,13.862,15.846,17.306,17.99,19.495,21.019,22.091,24.084,25.14,27.783,39.633,51.024,54.819,57.56,62.67,65.501,69.277,73.598,79.31,82.408,85.602,86.956,88.995,90.504,94.309,95.413,98.901,104.394,113.263,122.336,128.317,133.491,138.875,144.475,150.301
Dominican Republic,DOM,Inflation (eop - % change),Inflation,eop - % change,inflation,2022 - Oct,-5.864,7.365,7.181,5.995,38.636,30.853,4.399,22.672,55.798,34.594,79.919,7.902,5.165,2.788,14.314,9.216,3.949,8.366,7.82,5.101,9.019,4.384,10.512,42.655,28.74,7.437,5,8.878,4.517,5.765,6.238,7.76,3.907,3.876,1.582,2.344,1.695,4.204,1.171,3.656,5.554,8.496,8.011,4.889,4.033,4.033,4.033,4.033
Dominican Republic,DOM,Imports - Goods & Services (volume % change),Imports - Goods & Services,volume % change,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.059,1.848,9.529,16.241,23.818,-0.713,9.525,-2.425,3.516,-18.196,-7.896,15.152,13.739,7.59,4.547,-9.276,34.325,-0.252,2.196,-4.776,6.165,18.649,8.966,-4.073,6.223,4.4,-11.558,17.506,3.893,4.281,5.137,2.325,1.172,3.417
Dominican Republic,DOM,Imports - Goods (volume % change),Imports - Goods,volume % change,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.346,2.376,8.308,18.046,24.79,0.113,10.003,-2.215,3.664,-19.23,-8.022,15.13,15.702,7.882,4.75,-10.827,34.736,-0.659,2.307,-4.708,5.882,18.821,8.728,-3.791,5.117,3.282,-9.449,17.001,5.418,4.65,5.495,2.469,1.166,3.58
Dominican Republic,DOM,Exports - Goods & Services (volume % change),Exports - Goods & Services,volume % change,external,2022 - Oct,-12.75,22.024,-19.627,6.785,12.207,-0.482,2.236,1.483,13.654,3.11,-7.866,0.286,7.126,50.618,10.133,6.652,6.563,21.513,6.587,14.947,14.421,-4.548,-0.638,8.179,-0.544,3.079,3.254,3.353,-14.013,-12.727,36.313,4.101,7.276,9.977,12.002,9.282,7.703,3.34,4.267,-0.952,-31.625,25.449,11.191,9.36,9.894,7.475,5.29,6.716
Dominican Republic,DOM,Exports - Goods (volume % change),Exports - Goods,volume % change,external,2022 - Oct,-17.608,26.665,-31.195,0.424,12.478,-12.344,-6.548,-9.518,16.777,3.731,-21.446,-11.343,-11.055,136.802,8.448,9.002,5.381,22.923,7.694,7.901,16.264,-7.309,2.608,9.411,7.104,0.03,0.273,8.84,-18.609,-26.786,95.954,10.456,7.769,10.524,10.405,3.987,4.461,1.769,3.69,1.482,-14.002,10.588,4.352,5.855,9.266,8.088,4.558,7.396
Dominican Republic,DOM,Unemployment Rate (%),Unemployment Rate,%,population & employment,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.237,9.537,9.337,7.387,7.287,7.537,7.187,7.387,6.287,8.05,9.083,8.479,8.674,7.879,8.237,7.075,6.452,5.959,6.835,6.52,7.613,8.407,9.196,8.538,7.328,7.08,5.509,5.656,6.167,5.829,7.351,6.442,6.2,6,6,6,6
Dominican Republic,DOM,Employment (mn),Employment,mn,population & employment,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,Population (mn),Population,mn,population & employment,2022 - Oct,5.652,5.781,5.916,6.056,6.202,6.353,6.509,6.669,6.828,6.979,7.118,7.242,7.375,7.511,7.642,7.771,7.897,8.023,8.152,8.276,8.398,8.513,8.628,8.745,8.858,8.968,9.071,9.174,9.28,9.38,9.479,9.58,9.681,9.785,9.883,9.98,10.075,10.169,10.266,10.358,10.448,10.54,10.632,10.725,10.819,10.914,11.01,11.106
Dominican Republic,DOM,Fiscal Revenue (bn local currency),Fiscal Revenue,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.89,38.949,43.908,51.692,60.271,67.009,80.632,127.577,159.706,191.955,238.86,249.843,229.702,259.204,285.047,323.479,372.489,416.823,533.683,483.73,531.482,601.12,656.783,632.252,841.185,897.8,987.266,1086.56,1186.29,1295.35,1414.62
Dominican Republic,DOM,Fiscal Revenue (% of GDP),Fiscal Revenue,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.445,12.223,12.527,13.143,14.105,14.035,12.827,13.63,14.741,15.218,16.378,15.036,13.231,13.07,12.897,13.557,14.218,14.247,16.648,13.871,13.977,14.191,14.396,14.187,15.556,14.54,14.462,14.516,14.513,14.511,14.512
Dominican Republic,DOM,Fiscal Expenditure (bn local currency),Fiscal Expenditure,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.097,41.407,48.46,57.179,67.232,75.648,119.521,159.845,164.072,203.835,237.327,303.843,282.076,313.323,352.462,480.01,463.458,497.358,534.74,591.948,648.89,692.631,756.93,984.554,999.223,1112.28,1201.36,1309,1421,1550.07,1685.32
Dominican Republic,DOM,Fiscal Expenditure (% of GDP),Fiscal Expenditure,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.589,12.995,13.825,14.538,15.733,15.845,19.014,17.078,15.144,16.159,16.273,18.286,16.248,15.799,15.947,20.118,17.691,17,16.681,16.974,17.064,16.352,16.591,22.092,18.479,18.013,17.598,17.488,17.384,17.365,17.289
Dominican Republic,DOM,Fiscal Balance (bn local currency),Fiscal Balance,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.207,-2.458,-4.552,-5.487,-6.96,-8.638,-38.889,-32.267,-4.366,-11.88,1.534,-54,-52.373,-54.119,-67.415,-156.531,-90.969,-80.536,-1.058,-108.219,-117.408,-91.511,-100.148,-352.302,-158.039,-214.483,-214.09,-222.44,-234.707,-254.717,-270.7
Dominican Republic,DOM,Fiscal Balance (% of GDP),Fiscal Balance,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.144,-0.771,-1.299,-1.395,-1.629,-1.809,-6.187,-3.447,-0.403,-0.942,0.105,-3.25,-3.017,-2.729,-3.05,-6.56,-3.472,-2.753,-0.033,-3.103,-3.088,-2.16,-2.195,-7.905,-2.923,-3.473,-3.136,-2.972,-2.871,-2.854,-2.777
Dominican Republic,DOM,Fiscal Balance - Structural (bn - local currency),Fiscal Balance - Structural,bn - local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.854,-1.271,-5.312,-7.745,-7.477,-9.146,-28.457,-23.82,-4.46,-17.036,-5.531,-67.202,-43.179,-62.657,-68.589,-151.63,-83.782,-44.194,74.262,-2.331,2.446,13.404,38.057,-152.943,48.325,-4.32,27.506,50.562,70.728,84.347,105.485
Dominican Republic,DOM,Fiscal Balance - Structural (% of GDP),Fiscal Balance - Structural,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.032,-0.408,-1.559,-2.023,-1.766,-1.942,-4.353,-2.399,-0.403,-1.348,-0.386,-4.067,-2.419,-3.147,-3.035,-6.099,-3.061,-1.465,2.274,-0.066,0.063,0.315,0.83,-3.219,0.877,-0.07,0.403,0.676,0.866,0.945,1.082
Dominican Republic,DOM,Fiscal Balance - Primary (bn - local currency),Fiscal Balance - Primary,bn - local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.299,-0.553,-2.374,-2.746,-4.014,-4.864,-28.707,-15.675,8.947,4.649,23.355,-27.902,-20.416,-18.322,-22.584,-100.312,-31.75,-11.687,73.098,-19.891,-20.578,18.138,25.104,-207.909,9.973,-27.391,3.171,22.905,37.852,46.844,63.1
Dominican Republic,DOM,Fiscal Balance - Primary (% of GDP),Fiscal Balance - Primary,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.463,-0.173,-0.677,-0.698,-0.939,-1.019,-4.567,-1.675,0.826,0.369,1.601,-1.679,-1.176,-0.924,-1.022,-4.204,-1.212,-0.399,2.28,-0.57,-0.541,0.428,0.55,-4.665,0.184,-0.444,0.046,0.306,0.463,0.525,0.647
Dominican Republic,DOM,Debt - Net (bn local currency),Debt - Net,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.36,91.461,292.899,296.138,348.977,377.478,379.592,464.39,518.372,598.822,704.236,866.261,1022.95,1098.67,1201,1342.6,1532.59,1754.43,1979.58,2560.28,2667.92,2789.76,3027.68,3287.78,3566.89,3866.82,4183.41
Dominican Republic,DOM,Debt - Net (% of GDP),Debt - Net,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.763,19.157,46.595,31.639,32.21,29.925,26.028,27.948,29.859,30.195,31.863,36.306,39.047,37.553,37.465,38.5,40.303,41.419,43.391,57.448,49.339,45.179,44.351,43.923,43.636,43.319,42.916
Dominican Republic,DOM,Debt - Gross (bn local currency),Debt - Gross,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.824,42.217,56.002,65.71,86.965,102.583,302.678,321.469,415.193,454.379,479.917,558.425,637.72,739.95,863.147,1009.77,1223.82,1313.95,1440.67,1624.78,1859.74,2137.63,2444.41,3186.23,3410.11,3603.19,3932.16,4279.6,4649.6,5048.52,5473.3
Dominican Republic,DOM,Debt - Gross (% of GDP),Debt - Gross,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.848,13.249,15.977,16.707,20.351,21.487,48.15,34.346,38.322,36.022,32.907,33.607,36.734,37.311,39.053,42.32,46.715,44.911,44.941,46.591,48.906,50.465,53.579,71.494,63.064,58.353,57.6,57.174,56.882,56.557,56.149
Dominican Republic,DOM,Nominal GDP FY (bn local currency),Nominal GDP FY,bn local currency,fiscal & debt,2022 - Oct,8.672,9.698,10.603,11.826,14.87,20.138,22.805,28.734,42.132,54.371,77.344,123.552,145.067,163.513,184.769,214.123,235.25,280.363,318.649,350.52,393.303,427.319,477.43,628.611,935.985,1083.45,1261.4,1458.42,1661.64,1736.04,1983.2,2210.21,2386.02,2619.77,2925.67,3205.66,3487.29,3802.66,4235.85,4562.24,4456.66,5407.34,6174.86,6826.68,7485.28,8174.13,8926.38,9747.86
Dominican Republic,DOM,Current Account Balance (bn USD),Current Account Balance,bn USD,external,2022 - Oct,-0.72,-0.389,-0.443,-0.418,-0.163,-0.108,-0.183,-0.364,-0.019,-0.327,-0.28,-0.157,-0.708,-0.533,-0.283,-0.183,-0.213,-0.163,-0.338,-0.429,-1.027,-0.741,-0.798,1.036,1.041,-0.473,-1.287,-2.166,-4.52,-2.303,-4.024,-4.359,-3.971,-2.568,-2.17,-1.28,-0.815,-0.133,-1.322,-1.188,-1.337,-2.689,-3.71,-3.303,-3.735,-4.024,-4.297,-4.602
Dominican Republic,DOM,Current Account Balance (% of GDP),Current Account Balance,% of GDP,external,2022 - Oct,-8.302,-4.015,-4.842,-4.417,-1.099,-1.656,-2.324,-4.384,-0.249,-3.81,-3.497,-1.591,-6.1,-4.074,-1.932,-1.099,-1.166,-0.814,-1.561,-1.939,-4.223,-2.894,-2.928,4.815,4.628,-1.316,-3.388,-4.916,-9.376,-4.766,-7.462,-7.504,-6.536,-4.092,-3.226,-1.797,-1.075,-0.166,-1.543,-1.334,-1.694,-2.839,-3.3,-2.7,-2.845,-2.868,-2.862,-2.862
Ecuador,ECU,Real GDP (bn local currency),Real GDP,bn local currency,GDP,2022 - Oct,24.536,25.493,25.799,25.077,26.13,27.28,28.124,26.444,29.217,29.3,30.181,31.725,32.871,33.529,34.956,35.744,36.363,37.936,39.176,37.319,37.726,39.241,40.849,41.961,45.407,47.809,49.915,51.008,54.25,54.558,56.481,60.925,64.362,67.546,70.105,70.175,69.314,70.956,71.871,71.879,66.282,69.089,71.063,72.963,74.994,77.091,79.247,81.464
Ecuador,ECU,Real GDP (% change),Real GDP,% change,GDP,2022 - Oct,4.9,3.9,1.2,-2.8,4.2,4.4,3.094,-5.972,10.486,0.285,3.008,5.113,3.614,2,4.258,2.253,1.732,4.328,3.267,-4.739,1.092,4.016,4.097,2.723,8.211,5.291,4.404,2.19,6.357,0.566,3.525,7.868,5.642,4.947,3.789,0.099,-1.226,2.368,1.289,0.012,-7.788,4.235,2.857,2.675,2.783,2.797,2.797,2.797
Ecuador,ECU,Nominal GDP (bn local currency),Nominal GDP,bn local currency,GDP,2022 - Oct,16.84,17.243,17.214,15.129,16.101,18.83,13.816,12.91,12.277,12.049,12.236,13.73,15.012,17.537,21.147,22.968,24.035,27.009,27.474,19.74,18.319,24.468,28.549,32.433,36.592,41.507,46.802,51.008,61.763,62.52,69.555,79.277,87.925,95.13,101.726,99.29,99.938,104.296,107.562,108.108,99.291,106.166,115.469,120.292,124.578,128.795,133.155,137.663
Ecuador,ECU,Nominal GDP (bn USD),Nominal GDP,bn USD,GDP,2022 - Oct,16.84,17.243,17.214,15.129,16.101,18.83,13.816,12.91,12.277,12.049,12.236,13.73,15.012,17.537,21.147,22.968,24.035,27.009,27.474,19.74,18.319,24.468,28.549,32.433,36.592,41.507,46.802,51.008,61.763,62.52,69.555,79.277,87.925,95.13,101.726,99.29,99.938,104.296,107.562,108.108,99.291,106.166,115.469,120.292,124.578,128.795,133.155,137.663
Ecuador,ECU,Nominal GDP (bn PPP),Nominal GDP,bn PPP,GDP,2022 - Oct,26.044,29.62,31.828,32.148,34.707,37.38,39.312,37.879,43.327,45.154,48.253,52.435,55.568,58.023,61.786,64.503,66.821,70.915,74.056,71.54,73.96,78.663,83.162,87.112,96.795,105.113,113.128,118.73,128.699,130.258,136.471,150.267,159.56,175.196,186.847,179.31,181.967,195.011,202.244,205.887,192.141,208.601,229.815,244.369,256.44,268.511,281.276,294.739
Ecuador,ECU,GDP Deflator (index),GDP Deflator,index,GDP,2022 - Oct,68.634,67.638,66.724,60.332,61.619,69.024,49.127,48.82,42.021,41.123,40.541,43.279,45.671,52.305,60.497,64.258,66.098,71.195,70.129,52.895,48.556,62.353,69.889,77.292,80.586,86.818,93.764,100,113.847,114.594,123.148,130.122,136.608,140.837,145.105,141.49,144.181,146.987,149.661,150.402,149.802,153.666,162.489,164.866,166.117,167.068,168.024,168.986
Ecuador,ECU,Real GDP per capita (local currency),Real GDP per capita,local currency,GDP,2022 - Oct,3055.52,3086.11,3036.95,2871.62,2912.64,2961.73,2975.8,2728.7,2938.24,2875.59,2893.66,2972.88,3012.25,3007.05,3071.77,3081.91,3081.98,3164.89,3219.57,3022.51,3010.6,3062.26,3119.79,3150.35,3350.59,3484.32,3574.37,3588.31,3748.42,3701.72,3762.34,3990.79,4146.8,4281.92,4374.08,4310.79,4193.55,4229.35,4221.86,4162.57,3785.22,3890.85,3946.56,3995.97,4050.25,4105.82,4162.17,4219.31
Ecuador,ECU,Real GDP per capita (PPP),Real GDP per capita,PPP,GDP,2022 - Oct,8397.63,8481.71,8346.59,7892.21,8004.93,8139.87,8178.53,7499.4,8075.31,7903.12,7952.79,8170.49,8278.71,8264.42,8442.29,8470.16,8470.36,8698.2,8848.5,8306.91,8274.16,8416.16,8574.25,8658.24,9208.57,9576.1,9823.6,9861.92,10301.95,10173.61,10340.2,10968.06,11396.85,11768.18,12021.48,11847.54,11525.33,11623.72,11603.14,11440.19,10403.08,10693.41,10846.5,10982.3,11131.48,11284.22,11439.09,11596.12
Ecuador,ECU,Nominal GDP per capita (local currency),Nominal GDP per capita,local currency,GDP,2022 - Oct,2097.14,2087.38,2026.38,1732.5,1794.73,2044.31,1461.92,1332.15,1234.67,1182.53,1173.13,1286.62,1375.71,1572.84,1858.32,1980.37,2037.13,2253.23,2257.86,1598.77,1461.84,1909.42,2180.39,2434.98,2700.12,3025.01,3351.48,3588.31,4267.47,4241.94,4633.25,5192.88,5664.89,6030.5,6347,6099.35,6046.3,6216.61,6318.48,6260.6,5670.33,5978.92,6412.73,6587.98,6728.17,6859.52,6993.46,7130.03
Ecuador,ECU,Nominal GDP per capita (USD),Nominal GDP per capita,USD,GDP,2022 - Oct,2097.14,2087.38,2026.38,1732.5,1794.73,2044.31,1461.92,1332.15,1234.67,1182.53,1173.13,1286.62,1375.71,1572.84,1858.32,1980.37,2037.13,2253.23,2257.86,1598.77,1461.84,1909.42,2180.39,2434.98,2700.12,3025.01,3351.48,3588.31,4267.47,4241.94,4633.25,5192.88,5664.89,6030.5,6347,6099.35,6046.3,6216.61,6318.48,6260.6,5670.33,5978.92,6412.73,6587.98,6728.17,6859.52,6993.46,7130.03
Ecuador,ECU,Nominal GDP per capita (PPP),Nominal GDP per capita,PPP,GDP,2022 - Oct,3243.32,3585.7,3746.61,3681.38,3868.73,4058.33,4159.71,3908.64,4357.21,4431.53,4626.26,4913.65,5092.19,5203.87,5429.42,5561.57,5663.54,5916.16,6086.13,5794.13,5902.03,6138.57,6351.35,6540.15,7142.57,7660.58,8101.05,8352.44,8892.44,8837.94,9090.63,9842.96,10280.26,11106.12,11657.9,11014.89,11009.16,11623.72,11880.32,11923.02,10972.8,11747.71,12763.08,13383.31,13849.73,14300.7,14772.96,15265.54
Ecuador,ECU,Output Gap (% of potential GDP),Output Gap,% of potential GDP,GDP,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,ECU,GDP % share of world total (PPP),GDP % share of world total,PPP,GDP,2022 - Oct,0.194,0.198,0.2,0.19,0.189,0.191,0.19,0.172,0.182,0.176,0.174,0.179,0.167,0.167,0.169,0.167,0.164,0.164,0.165,0.152,0.146,0.149,0.151,0.149,0.153,0.154,0.152,0.148,0.153,0.154,0.151,0.157,0.158,0.166,0.17,0.16,0.157,0.159,0.156,0.152,0.145,0.142,0.142,0.142,0.142,0.141,0.14,0.14
Ecuador,ECU,Implied PPP Conversion Rate (LC per int dollar),Implied PPP Conversion Rate,LC per int dollar,other,2022 - Oct,0.647,0.582,0.541,0.471,0.464,0.504,0.351,0.341,0.283,0.267,0.254,0.262,0.27,0.302,0.342,0.356,0.36,0.381,0.371,0.276,0.248,0.311,0.343,0.372,0.378,0.395,0.414,0.43,0.48,0.48,0.51,0.528,0.551,0.543,0.544,0.554,0.549,0.535,0.532,0.525,0.517,0.509,0.502,0.492,0.486,0.48,0.473,0.467
Ecuador,ECU,Total Investment (% of GDP),Total Investment,% of GDP,savings & investment,2022 - Oct,20.217,19.762,22.503,14.413,14.541,16.007,17.267,18.408,17.631,16.993,14.614,18.416,17.702,18.861,18.325,17.226,15.778,18.014,21.925,15.952,21.279,22.349,23.702,19.59,20.199,21.637,22.46,22.705,26.388,25.639,28.037,28.142,27.796,28.467,28.314,26.87,24.979,26.28,26.748,25.906,22.046,22.349,27.085,26.503,26.295,26.252,26.154,25.967
Ecuador,ECU,Gross National Savings (% of GDP),Gross National Savings,% of GDP,savings & investment,2022 - Oct,17.175,14.744,16.512,14.092,13.445,17.204,14,10.483,13.77,12.794,12.194,13.872,16.941,15.416,15.055,12.888,15.825,15.543,13.409,19.963,27.352,20.097,19.432,18.397,18.889,22.779,26.177,26.403,29.252,26.14,25.762,27.638,27.629,27.486,27.657,24.633,26.089,26.104,25.532,25.849,24.758,25.231,29.436,28.621,28.22,28.143,28.056,27.896
Ecuador,ECU,Inflation (avg - index),Inflation,avg - index,inflation,2022 - Oct,0.051,0.059,0.069,0.102,0.134,0.172,0.211,0.273,0.432,0.76,1.128,1.679,2.591,3.757,4.788,5.884,7.32,9.56,13.011,19.803,38.833,53.463,60.138,64.907,66.686,68.133,70.38,71.982,78.029,82.055,84.972,88.774,93.303,95.842,99.282,103.22,105.004,105.442,105.206,105.486,105.129,105.269,108.644,111.234,112.903,114.371,115.514,116.67
Ecuador,ECU,Inflation (avg - % change),Inflation,avg - % change,inflation,2022 - Oct,13.049,16.387,16.258,48.434,31.23,27.983,23.03,29.504,58.216,75.648,48.519,48.804,54.341,45,27.443,22.886,24.4,30.6,36.1,52.2,96.1,37.674,12.485,7.929,2.741,2.17,3.299,2.276,8.4,5.16,3.554,4.475,5.102,2.722,3.589,3.966,1.728,0.417,-0.224,0.266,-0.339,0.133,3.207,2.384,1.5,1.3,1,1
Ecuador,ECU,Inflation (eop - index),Inflation,eop - index,inflation,2022 - Oct,0.053,0.062,0.077,0.118,0.147,0.183,0.233,0.308,0.573,0.883,1.32,1.967,3.152,4.16,5.217,6.405,8.039,10.508,15.068,24.214,46.25,56.62,61.92,65.68,66.96,69.057,71.038,73.396,79.878,83.322,86.095,90.752,94.531,97.084,100.644,104.046,105.211,105.004,105.283,105.215,104.233,106.256,110.318,111.847,113.301,114.547,115.693,116.85
Ecuador,ECU,Inflation (eop - % change),Inflation,eop - % change,inflation,2022 - Oct,13.53,17.3,24.4,52.5,25.1,24.4,27.3,32.5,85.7,54.2,49.5,49,60.2,32,25.383,22.774,25.527,30.7,43.4,60.7,91.005,22.422,9.361,6.072,1.949,3.132,2.869,3.319,8.832,4.312,3.328,5.409,4.164,2.701,3.667,3.38,1.12,-0.197,0.266,-0.065,-0.933,1.941,3.823,1.385,1.3,1.1,1,1
Ecuador,ECU,Imports - Goods & Services (volume % change),Imports - Goods & Services,volume % change,external,2022 - Oct,-1.061,5.244,-4.988,-33.125,9.195,5.857,-7.484,9.719,-23.134,3.39,-0.839,16,1,0.8,14.636,7.949,-12.597,20.513,6.532,-31.595,12.822,25.722,19.015,-4.06,10.877,13.162,7.885,6.118,13.428,-9.216,14.293,3.156,0.386,7.603,4.346,-7.819,-7.831,14.804,3.62,1.074,-14.858,20.441,4.038,3.427,2.201,0.049,1.872,1.375
